id,question,answer,category,tags,alt_questions
114,in tái bản có chỉnh sửa được hiểu như thế nào?,"""In tái bản có chỉnh sửa"" là trường hợp thiết kế đã từng in nhưng khách hàng yêu cầu chỉnh một số chi tiết nhỏ như tên hiệu, hình ảnh, đơn vị phân phối hoặc một số thông tin trên nhãn mà không thay đổi quá nhiều bố cục.",nhan_mang_tui,thiết_kế,in tái bản có chỉnh sửa được hiểu như thế nào? là gì?
115,khi khách hàng muốn thay đổi tên thương mại trên nhãn thì được xếp vào loại thiết kế nào?,"Khi khách hàng muốn thay đổi tên thương mại, thiết kế đó được xem là ""thiết kế mới"", không còn là in tái bản có chỉnh sửa.",nhan_mang_tui,thiết_kế,khi khách hàng muốn thay đổi tên thương mại trên nhãn thì được xếp vào loại thiết kế nào? là gì?
116,khái niệm thiết kế mới trong quy trình in nhãn là gì?,"""Thiết kế mới"" là thiết kế nhãn chưa từng in lần nào và chưa có mã vật tư trên hệ thống.",nhan_mang_tui,thiết_kế,khái niệm thiết kế mới trong quy trình in nhãn là gì? là gì?
117,"sau khi thiết kế chỉnh sửa được chốt, có còn lưu thiết kế cũ không?","Khi thiết kế chỉnh sửa đã được chốt, công ty sẽ không còn lưu thiết kế cũ nữa, chỉ giữ phiên bản đã chỉnh sửa.",thiet_ke,thiết_kế,"sau khi thiết kế chỉnh sửa được chốt, có còn lưu thiết kế cũ không? là gì?"
118,in thiết kế tái bản được thực hiện dựa trên nguồn dữ liệu nào?,"In thiết kế tái bản được thực hiện dựa vào thư mục nhãn trên đường dẫn NAS của bộ phận vật tư, nơi lưu trữ file thiết kế nhãn đã in trước đó.",nhan_mang_tui,thiết_kế,in thiết kế tái bản được thực hiện dựa trên nguồn dữ liệu nào? là gì?
119,quy trình xử lý đối với in tái bản có chỉnh sửa và in thiết kế mới là gì?,"Đối với in tái bản có chỉnh sửa và thiết kế mới: lên nhóm khách hàng để kiểm tra nhãn khách đã chốt, gửi hình ảnh nhãn vào nhóm, thiết kế thêm ô tích, sau khi khách chốt thì lưu file thiết kế vào thư mục NAS và tiến hành in nhãn.",nhan_mang_tui,kiểm_tra|thiết_kế,quy trình xử lý đối với in tái bản có chỉnh sửa và in thiết kế mới là gì? là gì?
120,bước check nhãn dựa trên tài liệu nào và mục tiêu là gì?,"Bước check nhãn dựa vào thông tin trên giấy đăng ký và giấy hợp quy, nhằm kiểm tra nhãn theo 20 mục tiêu chuẩn để đảm bảo nhãn in đúng, đủ và tuân thủ quy định pháp lý.",nhan_mang_tui,kiểm_tra,bước check nhãn dựa trên tài liệu nào và mục tiêu là gì? là gì?
121,có bao nhiêu mục nội dung cần kiểm tra khi check nhãn và một số mục chính là gì?,"Có 20 mục cần kiểm tra khi check nhãn, bao gồm: 1) Tên thương mại; 2) Hoạt chất, hàm lượng; 3) Số đăng ký; 4) Số hợp quy; 5) Đối tượng đăng ký; 6) Đơn vị đăng ký và địa chỉ; 7) Đơn vị ủy quyền và địa chỉ; 8) Đơn vị sản xuất; 9) Xuất xứ; 10) Canh mép; 11) Đơn vị phân phối; 12) Màu độc, biểu tượng độc; 13) Quy cách; 14) NSX, ngày đóng gói, HSD; 15) Liều lượng, cách dùng; 16) Thời gian cách ly; 17) Tên chai, kích thước; 18) Mã QR; 19) Câu nhận biết; 20) Sở hữu trí tuệ.",chai,kiểm_tra,có bao nhiêu mục nội dung cần kiểm tra khi check nhãn và một số mục chính là gì? là gì?
122,"từ tháng 6/2025 trở đi, quy định về xuất xứ trên nhãn có gì thay đổi?","Từ tháng 6/2025 trở đi, tất cả các nhãn sẽ bỏ thông tin về ""xuất xứ"" và không thể hiện các từ gây hiểu lầm về xuất xứ như ""sản phẩm của..."", ""nhập khẩu..."".",nhan_mang_tui,,"từ tháng 6/2025 trở đi, quy định về xuất xứ trên nhãn có gì thay đổi? là gì?"
123,màu độc và biểu tượng độc ghs được quy định như thế nào theo số mức độ?,"Có 3 mức độ độc: mức 3 GHS màu vàng, mức 4 GHS màu vàng và mức 5 GHS màu xanh dương. Màu và biểu tượng phải thể hiện đúng theo mức độ độc trên giấy đăng ký và hợp quy.",khac,,màu độc và biểu tượng độc ghs được quy định như thế nào theo số mức độ? là gì?
124,khi kiểm tra số hợp quy cần lưu ý điều gì?,"Khi kiểm tra số hợp quy phải lưu ý thời hạn hiệu lực của giấy hợp quy, vì mỗi lần đăng ký mới sẽ có số hợp quy mới tương ứng.",khac,kiểm_tra,khi kiểm tra số hợp quy cần lưu ý điều gì? là gì?
125,cách xác định đơn vị sản xuất (đvsx) dựa trên giấy hợp quy như thế nào?,"Nếu trên giấy ghi ""Báo cáo đánh giá hợp quy của Công ty cổ phần BMC Việt Nam"" thì đơn vị sản xuất sẽ là BMC Việt Nam. Nếu ghi tên Công ty Agrishop hoặc Delta Thụy Sĩ thì ĐVSX sẽ là KCS.",khac,,cách xác định đơn vị sản xuất (đvsx) dựa trên giấy hợp quy như thế nào? là gì?
126,quy định về canh mép đối với nhãn giấy là gì?,"Đối với nhãn giấy, toàn bộ nội dung phải canh mép phải, mép cách 10mm theo quy định chung khi dàn nhãn.",nhan_mang_tui,,quy định về canh mép đối với nhãn giấy là gì? là gì?
127,thời hạn sử dụng chuẩn đối với sản phẩm thuốc bvtv và thuốc côn trùng là bao lâu?,"Đối với thuốc BVTV, thời hạn sử dụng chuẩn là 2 năm. Đối với thuốc côn trùng có thể là 2 năm hoặc 3 năm tùy theo thông tin ghi trên giấy đăng ký.",khac,,thời hạn sử dụng chuẩn đối với sản phẩm thuốc bvtv và thuốc côn trùng là bao lâu? là gì?
128,kiểm tra sở hữu trí tuệ nhãn hiệu gồm mấy bước chính và đó là những bước nào?,"Kiểm tra sở hữu trí tuệ gồm 3 bước: 1) Truy cập trang web https://wipopublish.ipvietnam.gov.vn để tra tên hiệu theo từng từ, chọn nhóm sản phẩm 5 và 9; 2) Kiểm tra trên Google để xem có trùng thiết kế với công ty khác không; 3) Kiểm tra tên hiệu trong file Danh mục thuốc bảo vệ thực vật.",nhan_mang_tui,kiểm_tra|thiết_kế,kiểm tra sở hữu trí tuệ nhãn hiệu gồm mấy bước chính và đó là những bước nào? là gì?
129,vì sao nên thực hiện cả 3 cách kiểm tra sở hữu trí tuệ cho tên hiệu nhãn?,"Nên kiểm tra cả trên WIPO/IP Việt Nam, Google và Danh mục thuốc BVTV để hạn chế tối đa rủi ro vi phạm sở hữu trí tuệ về tên hiệu hoặc thiết kế nhãn.",nhan_mang_tui,kiểm_tra|thiết_kế,vì sao nên thực hiện cả 3 cách kiểm tra sở hữu trí tuệ cho tên hiệu nhãn? là gì?
130,nếu phát hiện tên hiệu vi phạm sở hữu trí tuệ thì xử lý như thế nào?,"Nếu tên hiệu vi phạm sở hữu trí tuệ, cần liên hệ khách hàng để đổi sang tên hiệu mới, sau đó tiếp tục kiểm tra lại tên hiệu mới bằng 3 cách trước khi sửa nhãn.",nhan_mang_tui,kiểm_tra,nếu phát hiện tên hiệu vi phạm sở hữu trí tuệ thì xử lý như thế nào? là gì?
131,quy tắc chung để ghi tên nhãn được quy định như thế nào?,"Quy tắc ghi tên nhãn là: NHÃN/GÓI – TÊN THƯƠNG MẠI – QUY CÁCH – (ĐẶC ĐIỂM LIỆU nếu có) – TÊN HIỆU – (C2 nếu có) – ĐƠN VỊ PHÂN PHỐI – ĐƠN VỊ QUẢN LÝ – (MÃ CHAI, KÍCH THƯỚC).",chai,,quy tắc chung để ghi tên nhãn được quy định như thế nào? là gì?
132,"đối với nhãn riêng công ty phúc thịnh (c2), trên nhãn cần thể hiện thêm nội dung gì?","Đối với nhãn riêng của công ty Phúc Thịnh (C2), trên nhãn sẽ bổ sung câu ""Ủy thác bởi PT"" để thể hiện đơn vị được ủy thác.",nhan_mang_tui,,"đối với nhãn riêng công ty phúc thịnh (c2), trên nhãn cần thể hiện thêm nội dung gì? là gì?"
133,phân biệt đơn vị phân phối và đơn vị quản lý trên nhãn như thế nào?,"Đơn vị quản lý là đơn vị thanh toán và làm việc trực tiếp với công ty. Trên nhãn có thể không ghi đơn vị phân phối, nhưng bắt buộc phải có tên đơn vị quản lý. Một đơn vị quản lý có thể có nhiều đơn vị phân phối.",nhan_mang_tui,,phân biệt đơn vị phân phối và đơn vị quản lý trên nhãn như thế nào? là gì?
134,mục tiêu của bước tạo mã trong quy trình làm nhãn riêng là gì?,"Bước tạo mã nhằm kiểm tra tình trạng in tái bản có chỉnh sửa hoặc thiết kế mới trên phần mềm MISA, xác định thiết kế nào chưa có mã và tạo mã vật tư mới để phục vụ lên đơn hàng và quản lý kho.",quy_trinh_mua_hang_misa,kiểm_tra|thiết_kế,mục tiêu của bước tạo mã trong quy trình làm nhãn riêng là gì? là gì?
135,quy tắc đặt mã misa cho nhãn chai được quy định như thế nào?,"Mã nhãn chai có dạng NHAC????-STT, trong đó ???? là thể tích thực trên nhãn (ví dụ nhãn 900ml có mã NHAC900-XXX; quy cách 1 lít dùng NHAC01L-XXX; quy cách 4,5 lít dùng NHAC4.5L-XXX) và STT là số thứ tự liên tiếp của mã trước đó.",quy_trinh_mua_hang_misa,"1lít|4,5lít|5l|900ml",quy tắc đặt mã misa cho nhãn chai được quy định như thế nào? là gì?
136,quy tắc đặt mã misa cho gói được quy định như thế nào?,"Mã gói có dạng GOI????-STT, trong đó ???? là khối lượng tịnh tính theo gram và luôn đủ 4 chữ số (ví dụ gói 50g sẽ có mã GOI0050-XXX); STT là số thứ tự liên tiếp của mã trước đó.",quy_trinh_mua_hang_misa,50g,quy tắc đặt mã misa cho gói được quy định như thế nào? là gì?
137,các bước thao tác trên misa để tạo mã vật tư nhãn mới là gì?,"Các bước tạo mã trên MISA: Bước 1: Vào MISA > Danh mục > Vật tư hàng hóa; Bước 2: Kiểm tra và đặt tên mã, chọn ""Thêm""; Bước 3: Nhập thông tin gồm Mã hàng (theo quy tắc), Tên hàng (theo quy tắc ghi tên nhãn), Nhóm vật tư hàng hóa (đơn vị quản lý), Đơn vị tính (nhãn, gói, cái...), Thuế (theo luật hiện hành), Kho ngầm định (Kho VTSX); Bước 4: Kiểm tra lại thông tin và chọn ""Cất"".",quy_trinh_mua_hang_misa,kiểm_tra,các bước thao tác trên misa để tạo mã vật tư nhãn mới là gì? là gì?
138,nguyên tắc chọn nhà cung cấp in đối với nhãn giấy là gì?,Đối với nhãn giấy: số lượng in từ 1.000 nhãn trở lên đặt tại nhà in MỘC ẤN; số lượng từ 2.000 nhãn trở lên có thể in tại MỘC ẤN hoặc MEKONG tùy phân bổ.,nhan_mang_tui,,nguyên tắc chọn nhà cung cấp in đối với nhãn giấy là gì? là gì?
139,nguyên tắc chọn nhà cung cấp in đối với nhãn decal tờ và decal cuộn như thế nào?,"Đối với nhãn decal: decal tờ, số lượng từ 1.000 đến dưới 3.000 nhãn in tại MỘC ẤN; decal cuộn, số lượng từ 3.000 nhãn trở lên in tại THỊNH CHINH, ĐỨC ÂN hoặc AP.",nhan_mang_tui,,nguyên tắc chọn nhà cung cấp in đối với nhãn decal tờ và decal cuộn như thế nào? là gì?
140,"đối với bao gói, những nhà cung cấp in nào được sử dụng?","Đối với gói, công ty sử dụng nhà in MỘC ẤN và TÂN ĐỨC để in bao bì.",khac,,"đối với bao gói, những nhà cung cấp in nào được sử dụng? là gì?"
141,các bước cơ bản để tạo đơn hàng trên misa cho nhãn riêng là gì?,"Để tạo đơn hàng trên MISA: Truy cập MISA > vào mục ""Đơn mua hàng"" > chọn ""Thêm"", sau đó nhập tên nhà cung cấp, số lượng đặt in theo lệnh in và đơn giá, kiểm tra lại và chọn ""Cất"".",quy_trinh_mua_hang_misa,kiểm_tra|mua_hàng,các bước cơ bản để tạo đơn hàng trên misa cho nhãn riêng là gì? là gì?
142,"khi khách hàng yêu cầu đặt túi lớn hơn kích thước chuẩn, cần ghi chú gì trên đơn hàng?","Trường hợp khách đặt túi lớn hơn kích thước chuẩn, phải ghi rõ trên diễn giải mã hàng nào được in kích thước lớn hơn và số tiền chênh lệch. Ví dụ: ghi chú mã GOI0025-123 khách bù tiền chênh lệch in kích thước lớn hơn, kèm công thức tính số tiền chênh lệch.",nhan_mang_tui,,"khi khách hàng yêu cầu đặt túi lớn hơn kích thước chuẩn, cần ghi chú gì trên đơn hàng? là gì?"
143,một đơn hàng in nhãn tối đa nên chứa bao nhiêu mã vật tư và vì sao?,Một đơn hàng in nhãn tối đa khoảng 10 mã vật tư để việc duyệt nhãn trong cùng một đơn không bị quá tải và dễ kiểm soát.,nhan_mang_tui,,một đơn hàng in nhãn tối đa nên chứa bao nhiêu mã vật tư và vì sao? là gì?
144,"vì sao một số khách vip như bmcvp, bell được tạo đơn riêng?","Một số khách VIP như BMCVP, BELL sẽ được tạo đơn hàng riêng để việc theo dõi, xử lý và chăm sóc trở nên dễ dàng và chuyên biệt hơn.",khac,,"vì sao một số khách vip như bmcvp, bell được tạo đơn riêng? là gì?"
145,cách ghi tồn kho nhãn khi lên đơn hàng in tái bản được tính như thế nào?,Tồn kho nhãn đối với in tái bản và tái bản có chỉnh sửa được tính theo công thức: TỒN KHO = Tồn do kho vật tư kiểm tra + Hàng nợ của nhãn.,nhan_mang_tui,kiểm_tra|tồn_kho,cách ghi tồn kho nhãn khi lên đơn hàng in tái bản được tính như thế nào? là gì?
146,đơn hàng nhãn riêng sau khi lên đơn sẽ được chuyển cho kinh doanh vào thời điểm nào?,"Sau khi hoàn tất các bước lên đơn hàng, đơn hàng nhãn riêng sẽ được chuyển cho bộ phận kinh doanh trước 14h thứ 3 và thứ 6 hàng tuần.",nhan_mang_tui,,đơn hàng nhãn riêng sau khi lên đơn sẽ được chuyển cho kinh doanh vào thời điểm nào? là gì?
147,trách nhiệm của bộ phận kinh doanh trong bước kiểm tra đơn hàng nhãn riêng là gì?,Bộ phận kinh doanh kiểm tra xem nhãn đã đúng theo thiết kế khách chốt hay chưa; sau đó CSKH ký nháy và ghi kế hoạch đóng hàng cho từng nhãn.,nhan_mang_tui,kiểm_tra|kế_hoạch|thiết_kế,trách nhiệm của bộ phận kinh doanh trong bước kiểm tra đơn hàng nhãn riêng là gì? là gì?
148,trách nhiệm của kế toán trong bước kiểm tra đơn hàng nhãn riêng là gì?,"Sau khi kinh doanh kiểm tra xong, kế toán kiểm tra tình trạng cọc của khách hàng. Nếu thiếu cọc, kế toán cần phối hợp với kinh doanh để xác nhận xử lý.",nhan_mang_tui,kiểm_tra,trách nhiệm của kế toán trong bước kiểm tra đơn hàng nhãn riêng là gì? là gì?
149,quy trình trình ký đơn hàng nhãn riêng được thực hiện như thế nào?,"Tất cả các đơn hàng nhãn riêng được tập hợp để chị Phương kiểm tra, sau đó tổng hợp lại và trình ký cho Sếp theo lịch: lệnh in thứ 4 trình ký thứ 7, lệnh in thứ 7 trình ký thứ 4.",nhan_mang_tui,kiểm_tra,quy trình trình ký đơn hàng nhãn riêng được thực hiện như thế nào? là gì?
150,"sau khi trình ký, những bước chính để gửi đơn hàng cho nhà in là gì?","Sau khi trình ký, bộ phận vật tư gửi mail đơn hàng cho nhà cung cấp, đồng thời đưa đơn hàng cho thiết kế để gửi file thiết kế tương ứng cho nhà in.",thiet_ke,thiết_kế,"sau khi trình ký, những bước chính để gửi đơn hàng cho nhà in là gì? là gì?"
151,quy trình duyệt in nhãn sau khi gửi đơn hàng cho nhà cung cấp gồm những bước nào?,"Sau khi gửi đơn cho nhà cung cấp, tiến hành duyệt nhãn qua 2 vòng: duyệt lần 1 qua Zalo, duyệt lần 2 qua email, so sánh nhãn file mềm với nhãn market. Kết quả duyệt được phân công người phụ trách và cập nhật vào file theo dõi để kiểm soát.",nhan_mang_tui,,quy trình duyệt in nhãn sau khi gửi đơn hàng cho nhà cung cấp gồm những bước nào? là gì?
152,cách theo dõi lịch nhãn về được thực hiện dựa trên thông tin nào?,"Tiến độ nhãn về được theo dõi dựa trên thông báo lịch giao đơn hàng của nhà cung cấp trong group ""Lịch nhãn về"", từ đó sắp xếp theo dõi và phối hợp kho nhận hàng.",nhan_mang_tui,,cách theo dõi lịch nhãn về được thực hiện dựa trên thông tin nào? là gì?
153,"khi nhãn về kho, kho vật tư cần kiểm tra những gì?","Khi nhãn về, kho vật tư kiểm tra số lượng và chất lượng nhãn/gói thực tế, bao gồm nội dung, hình ảnh, màu sắc so với nhãn đã duyệt.",nhan_mang_tui,kiểm_tra,"khi nhãn về kho, kho vật tư cần kiểm tra những gì? là gì?"
154,nếu nhãn nhà cung cấp giao đúng yêu cầu thì xử lý thế nào?,"Nếu nhãn nhà cung cấp giao đúng về số lượng và chất lượng, kho tiến hành nhập kho và kết thúc đơn hàng.",nhan_mang_tui,nhập_kho,nếu nhãn nhà cung cấp giao đúng yêu cầu thì xử lý thế nào? là gì?
155,nếu nhãn nhà cung cấp giao sai thì quy trình xử lý ra sao?,"Nếu nhãn giao sai (về số lượng hoặc nội dung, màu sắc...), kho báo cho bộ phận vật tư để làm việc lại với nhà cung cấp và yêu cầu chỉnh sửa, in lại hoặc xử lý theo thỏa thuận.",nhan_mang_tui,,nếu nhãn nhà cung cấp giao sai thì quy trình xử lý ra sao? là gì?
156,hóa đơn công nợ thanh toán,"Hóa đơn công nợ thanh toán là chứng từ hợp lệ để chứng minh chi phí đầu vào của công ty. Là cơ sở để khấu trừ thuế GTGT. Là căn cứ đối chiếu công nợ khi kết thúc kỳ. Một hóa đơn hợp lệ phải đúng số lượng, giá tiền, tên hàng và có ký xác nhận. Việc nhận hóa đơn GTGT được thực hiện trên phần mềm Misa Amis để ghi nhận công nợ nhà cung cấp và phục vụ quá trình chốt công nợ.",quy_trinh_mua_hang_misa,,hóa đơn công nợ thanh toán là gì?
157,các trường hợp nhận hóa đơn trên misa gồm những gì?,Có 2 trường hợp nhận hóa đơn trên MISA: Trường hợp 1: Mỗi hóa đơn tương ứng với 1 phiếu nhập. Trường hợp 2: Nhiều phiếu nhập tương ứng với 1 hóa đơn.,quy_trinh_mua_hang_misa,,các trường hợp nhận hóa đơn trên misa gồm những gì? là gì?
158,trường hợp 1: mỗi hoá đơn tương ứng với 1 phiếu nhập,"Trường hợp 1: mỗi hoá đơn tương ứng với 1 phiếu nhập B1: Đăng nhập phần mềm Misa Amis  Chọn mua hàng (IMG_KEY: buoc-1-hoa-don-truong-hop-1.jpg) B2:  Tìm tên nhà cung cấp trên hoá đơn > và lựa chọn giá trị phiếu nhập đúng bằng giá trị trước thuế của hoá đơn đó Vd: Nhận hoá đơn cho phiếu phập của Tân đức trị giá  (IMG_KEY: buoc-2-hoa-don-truong-hop-2.jpg) Cách nhận hóa đơn trên phần mềm: B3:  Nhấp chọn phiếu nhập chưa nhận hóa đơn có giá trị tương ứng với hóa đơn Trong ví dụ này, chọn phiếu nhập có giá trị nhập kho là 13.660.300đ (IMG_KEY: buoc-3-hoa-don-truong-hop-3.jpg) Cách nhận hóa đơn trên phần mềm: B4: Nhấp nhận hóa đơn  (IMG_KEY: buoc-4-hoa-don-truong-hop-4.jpg) Cách nhận hóa đơn trên phần mềm: B5: Nhập ký hiệu hóa đơn, số hóa đơn, ngày hóa đơn > Kiểm tra thuế và chỉnh thuế nếu chưa khớp với hóa đơn   Cất (IMG_KEY: buoc-5-hoa-don-truong-hop-5.jpg)",quy_trinh_mua_hang_misa,kiểm_tra|mua_hàng|nhập_kho,trường hợp 1: mỗi hoá đơn tương ứng với 1 phiếu nhập là gì?
159,trường hợp 2: nhiều phiếu nhập tương ứng với 1 hoá đơn,"Trường hợp 2: nhiều phiếu nhập tương ứng với 1 hoá đơn  Cách nhận hóa đơn trên phần mềm: B1: Kiểm tra các phiếu nhập nào tương ứng với hoá đơn đó: tên hàng, số lượng, đơn giá  (IMG_KEY: buoc-1-truong-hop-2-nhieu-phieu-nhap-tuong-ung-voi-1-hoa-don.jpg) B2: Chọn tab mua hàng > Nhận hoá đơn > chọn Thêm  (IMG_KEY: buoc-2-truong-hop-2-nhieu-phieu-nhap-tuong-ung-voi-1-hoa-don.jpg) B3: chọn Tên nhà cung cấp theo hoá đơn > chọn các số phiếu nhập tương ứng với hoá đơn như đã tìm  (IMG_KEY: buoc-3-truong-hop-2-nhieu-phieu-nhap-tuong-ung-voi-1-hoa-don.jpg) B4: Nhập các thông tin trên hoá đơn như trường hợp 1 > hoàn tất xong chọn Cất  (IMG_KEY: buoc-4-truong-hop-2-nhieu-phieu-nhap-tuong-ung-voi-1-hoa-don.jpg)",quy_trinh_mua_hang_misa,kiểm_tra|mua_hàng,trường hợp 2: nhiều phiếu nhập tương ứng với 1 hoá đơn là gì?
160,công nợ phải trả?,"Công nợ 1. Khái quát a) Khái niệm: Công nợ phải trả là số tiền mà công ty phải thanh toán cho nhà cung cấp sau khi nhận hàng hóa hoặc dịch vụ. b) Phân loại công nợ theo thời gian thanh toán: thời hạn công nợ tùy vào thỏa thuận hai bên, hiện tại đang có: Công nợ 30 ngày Công nợ phải trả trong vòng 30 ngày kể từ ngày nhận hàng hóa hoặc dịch vụ theo thỏa thuận giữa công ty và nhà cung cấp Công nợ 60 ngày Công nợ phải trả trong vòng 60 ngày kể từ ngày nhận hàng hóa hoặc dịch vụ theo thỏa thuận giữa công ty và nhà cung cấp Công nợ 90 ngày Công nợ phải trả trong vòng 90 ngày kể từ ngày nhận hàng hóa hoặc dịch vụ theo thỏa thuận giữa công ty và nhà cung cấp c) Mục tiêu: Đảm bảo ghi nhận các mặt hàng đã mua/bán trong tháng đó, giá cả, số lượng giữa BMC và nhà cung cấp là khớp nhau. => Đối chiếu công nợ hàng tháng với nhà cung cấp d) Quy trình Bước 1 Mỗi đầu tháng yêu cầu nhà cung cấp gửi đối chiếu công nợ của tháng trước Bước 2 Thực hiện đối chiếu công nợ chi tiết từng hóa đơn * Bước 3 Sau khi công nợ hai bên đã khớp nhau thì trình ký Bước 4 Scan và chuyển kế toán lưu trữ *: Sau khi đối chiếu có các trường hợp có thể xảy ra: Tất cả hóa đơn đều khớp mặt hàng, số lượng, giá, thuế  Bước 3 Có sự khác về mặt hàng, số lượng, giá  yêu cầu nhà cung cấp xem và chỉnh sửa Có sự chênh lệch các khoản như phát sinh, đầu kỳ, cuối kỳ  Xem mục 2, B4 2. Cách đối chiếu công nợ B1: Đăng nhập Misa Amis và chọn mục báo cáo (IMG_KEY: buoc-1-doi-chieu-cong-no.jpg) B2: Chọn Mua hàng  Báo cáo công nợ nhà cung cấp  Tổng hợp công nợ phải trả nhà cung cấp (IMG_KEY: buoc-2-doi-chieu-cong-no.jpg) B3: Bấm chọn tham số ở góc trên bên phải  chọn kỳ báo cáo, nhà cung cấp  Tick vào ô tên nhà cung cấp  Bấm xem báo cáo (IMG_KEY: buoc-3-doi-chieu-cong-no.jpg) B4: Đối chiếu đầu kỳ, phát sinh, thanh toán, cuối kỳ giữa ghi nhận của BMC và nhà cung cấp xem có khớp nhau không (IMG_KEY: buoc-4-doi-chieu-cong-no.jpg) Các trường hợp chênh lệch có thể xảy ra: Giả sử bạn đang đối chiếu công nợ tháng 4,2025 Lệch đầu kỳ và phát sinh Hóa đơn tháng 3 nhà cung cấp xuất sang tháng 4  Tính số tiền chênh lệch và tìm hóa đơn xuất lệch Lệch cuối kỳ và phát sinh Hóa đơn tháng 4 nhà cung cấp xuất sang tháng 5  Tính số tiền chênh lệch và tìm hóa đơn xuất lệch Lệch thanh toán và phát sinh Do nhà cung cấp bù hàng lỗi, xuất trả hàng  tính số tiền chênh lệch và tìm phiếu bù lỗi hoặc xuất trả. B5: Bấm vào tên nhà cung cấp để hiển thị báo cáo chi tiết  Kiểm tra từng hóa đơn trong báo cáo với ĐCCN của nhà cung cấp Các mục cần đối chiếu: Số hóa đơn, Tên mặt hàng, Số lượng, Giá, VAT (IMG_KEY: buoc-5-doi-chieu-cong-no.jpg) B6: Ghi chi tiết lệch và ký nháy xác nhận (IMG_KEY: buoc-6-doi-chieu-cong-no.jpg)",quy_trinh_mua_hang_misa,kiểm_tra|mua_hàng,công nợ phải trả? là gì?
161,nhiệm vụ là chuẩn bị đầy đủ bộ hồ sơ thanh toán cho nhà cung cấp,"Nhiệm vụ là chuẩn bị đầy đủ bộ hồ sơ thanh toán cho nhà cung cấp. Gồm 2 loại thanh toán: - Thanh toán theo công nợ tháng Ví dụ tháng 7 sẽ thanh toán cho công nợ tháng 4 cho nhà cung cấp Mộc Ấn (công nợ 90 ngày). - Thanh toán tuần: thanh toán các hóa đơn phát sinh trong tuần qua, do nhà cung cấp không áp dụng công nợ. 1. Thanh toán theo công nợ Bộ thanh toán bao gồm: 1. Giấy đề nghị thanh toán => Tự in từ file mẫu có sẵn (IMG_KEY: 1-giay-de-nghi-thanh-toan.jpg) 2. Đối chiếu công nợ => Yêu cầu nhà cung cấp gửi (IMG_KEY: 2-doi-chieu-cong-no.jpg) 3. Đơn mua hàng => In từ file lưu trong google drive Phuong – VT  PDF  Nhập số DMH cần in  in (IMG_KEY: 3-don-mua-hang.jpg) 4. Hóa đơn => nhà cung cấp gửi qua email. Truy cập email Vật tư để in (IMG_KEY: 4-hoa-don.jpg)",quy_trinh_mua_hang_misa,mua_hàng,nhiệm vụ là chuẩn bị đầy đủ bộ hồ sơ thanh toán cho nhà cung cấp là gì?
162,nhận hóa đơn gtgt trên misa là gì và khi nào cần thực hiện?,Nhận hóa đơn GTGT trên MISA là thao tác ghi nhận hóa đơn nhà cung cấp gửi để công ty hạch toán chi phí và công nợ. Thực hiện khi nhà cung cấp gửi hóa đơn cho các phiếu nhập hàng. Có 2 trường hợp: (1) Một hóa đơn – một phiếu nhập; (2) Một hóa đơn – nhiều phiếu nhập.,quy_trinh_mua_hang_misa,,nhận hóa đơn gtgt trên misa là gì và khi nào cần thực hiện? là gì?
163,đối chiếu công nợ với nhà cung cấp gồm những nội dung gì và thực hiện ra sao?,"Đối chiếu công nợ là so khớp đầu kỳ – phát sinh – thanh toán – cuối kỳ giữa BMC và nhà cung cấp. Thực hiện hằng tháng: yêu cầu nhà cung cấp gửi ĐCCN, so từng hóa đơn, xử lý lệch, ký nháy xác nhận, sau đó trình ký và lưu trữ.",khac,,đối chiếu công nợ với nhà cung cấp gồm những nội dung gì và thực hiện ra sao? là gì?
164,hồ sơ thanh toán nhà cung cấp bao gồm những giấy tờ nào và quy trình lập ra sao?,Hồ sơ thanh toán có hai loại: thanh toán theo công nợ tháng và thanh toán tuần. Bộ hồ sơ gồm: (1) Giấy đề nghị thanh toán; (2) Đối chiếu công nợ nhà cung cấp; (3) Đơn mua hàng; (4) Hóa đơn nhà cung cấp. Tất cả in và tập hợp đủ trước khi trình ký.,quy_trinh_mua_hang_misa,mua_hàng,hồ sơ thanh toán nhà cung cấp bao gồm những giấy tờ nào và quy trình lập ra sao? là gì?
165,cách nhận hóa đơn gtgt trên misa thực hiện như thế nào?,"Đăng nhập MISA → Chọn Mua hàng → Chọn phiếu nhập tương ứng → Nhấp 'Nhận hóa đơn' → Nhập ký hiệu, số hóa đơn, ngày hóa đơn → Kiểm tra VAT → Cất.",quy_trinh_mua_hang_misa,kiểm_tra|mua_hàng,cách nhận hóa đơn gtgt trên misa thực hiện như thế nào? là gì?
166,khi mỗi hóa đơn tương ứng một phiếu nhập thì xử lý thế nào?,Chọn đúng phiếu nhập có giá trị bằng giá trị trước thuế của hóa đơn → Chọn 'Nhận hóa đơn' → Nhập thông tin hóa đơn và VAT → Cất.,khac,,khi mỗi hóa đơn tương ứng một phiếu nhập thì xử lý thế nào? là gì?
167,làm sao để xác định phiếu nhập khớp với hóa đơn trong trường hợp 1?,"Kiểm tra tên nhà cung cấp, giá trị trước thuế, số lượng, đơn giá. Phiếu nhập phải có giá trị bằng giá trị hàng hóa trên hóa đơn.",khac,kiểm_tra,làm sao để xác định phiếu nhập khớp với hóa đơn trong trường hợp 1? là gì?
